elementCount,run,className,dataType,archetype,supportsStagedMutability,footprintInBytes,footprintInObjects,footprintInReferences
8,0,VF_CHAMP_MAP_AS_MULTIMAP,MAP,PERSISTENT,false,152,4,20
8,0,VF_CHAMP_MULTIMAP_HCHAMP,MAP,PERSISTENT,false,152,4,20
8,0,VF_CHAMP_MULTIMAP_HHAMT,MAP,PERSISTENT,false,152,4,20
8,0,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,MAP,PERSISTENT,false,136,3,18
8,0,VF_CHAMP_MULTIMAP_HHAMT,SET_MULTIMAP,PERSISTENT,false,472,16,40
8,0,VF_CHAMP_MULTIMAP_HHAMT_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,376,12,36
8,0,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,SET_MULTIMAP,PERSISTENT,false,456,15,38
8,0,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,360,11,34
8,0,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_PATH_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,232,7,26
8,0,VF_SCALA,SET_MULTIMAP,PERSISTENT,false,824,31,58
8,0,VF_CLOJURE,SET_MULTIMAP,PERSISTENT,false,816,25,87
8,1,VF_CHAMP_MAP_AS_MULTIMAP,MAP,PERSISTENT,false,152,4,20
8,1,VF_CHAMP_MULTIMAP_HCHAMP,MAP,PERSISTENT,false,152,4,20
8,1,VF_CHAMP_MULTIMAP_HHAMT,MAP,PERSISTENT,false,152,4,20
8,1,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,MAP,PERSISTENT,false,136,3,18
8,1,VF_CHAMP_MULTIMAP_HHAMT,SET_MULTIMAP,PERSISTENT,false,472,16,40
8,1,VF_CHAMP_MULTIMAP_HHAMT_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,376,12,36
8,1,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,SET_MULTIMAP,PERSISTENT,false,456,15,38
8,1,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,360,11,34
8,1,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_PATH_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,232,7,26
8,1,VF_SCALA,SET_MULTIMAP,PERSISTENT,false,912,35,62
8,1,VF_CLOJURE,SET_MULTIMAP,PERSISTENT,false,816,25,87
8,2,VF_CHAMP_MAP_AS_MULTIMAP,MAP,PERSISTENT,false,256,8,26
8,2,VF_CHAMP_MULTIMAP_HCHAMP,MAP,PERSISTENT,false,256,8,26
8,2,VF_CHAMP_MULTIMAP_HHAMT,MAP,PERSISTENT,false,256,8,26
8,2,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,MAP,PERSISTENT,false,208,5,20
8,2,VF_CHAMP_MULTIMAP_HHAMT,SET_MULTIMAP,PERSISTENT,false,576,20,46
8,2,VF_CHAMP_MULTIMAP_HHAMT_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,480,16,42
8,2,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,SET_MULTIMAP,PERSISTENT,false,528,17,40
8,2,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,432,13,36
8,2,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_PATH_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,304,9,28
8,2,VF_SCALA,SET_MULTIMAP,PERSISTENT,false,912,35,62
8,2,VF_CLOJURE,SET_MULTIMAP,PERSISTENT,false,960,29,107
8,3,VF_CHAMP_MAP_AS_MULTIMAP,MAP,PERSISTENT,false,208,6,23
8,3,VF_CHAMP_MULTIMAP_HCHAMP,MAP,PERSISTENT,false,208,6,23
8,3,VF_CHAMP_MULTIMAP_HHAMT,MAP,PERSISTENT,false,208,6,23
8,3,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,MAP,PERSISTENT,false,176,4,19
8,3,VF_CHAMP_MULTIMAP_HHAMT,SET_MULTIMAP,PERSISTENT,false,528,18,43
8,3,VF_CHAMP_MULTIMAP_HHAMT_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,432,14,39
8,3,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,SET_MULTIMAP,PERSISTENT,false,496,16,39
8,3,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,400,12,35
8,3,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_PATH_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,272,8,27
8,3,VF_SCALA,SET_MULTIMAP,PERSISTENT,false,872,33,60
8,3,VF_CLOJURE,SET_MULTIMAP,PERSISTENT,false,888,27,97
8,4,VF_CHAMP_MAP_AS_MULTIMAP,MAP,PERSISTENT,false,152,4,20
